5000 24132
2743 1054 2
2743 1344 3
2743 1932 1
2743 2293 1
2743 2816 1
2743 3578 1
2743 4084 3
2744 164 8
2744 960 1
2744 1476 8
2744 3645 4
2744 3779 1
2744 3827 1
2744 4417 4
2744 4559 1
2744 4657 1
2744 4914 5
2744 4985 2
2745 2666 1
2745 2898 1
2745 2922 3
2745 3847 1
2745 4308 1
2745 4848 4
2746 1116 3
2746 1125 3
2746 4548 1
2747 2657 1
2747 2667 3
2747 3005 1
2747 4365 1
2748 353 9
2748 482 7
2748 1659 1
2748 2349 2
2748 2935 13
2748 3169 3
2748 3357 8
2748 3371 2
2748 4065 6
2749 1748 13
2749 1766 1
2749 1927 12
2749 2776 1
2749 3044 1
2749 4252 4
2749 4268 14
2749 4399 1
2750 2092 5
2750 3099 2
2751 651 4
2751 710 3
2751 1342 3
2751 4299 1
2751 4984 1
2752 200 7
2752 2462 1
2752 3119 3
2752 3179 4
2752 4219 2
2753 1190 1
2753 1877 12
2753 2476 2
2754 255 1
2754 411 2
2754 2230 1
2755 3783 1
2756 1752 1
2756 2604 11
2756 3492 1
2756 3586 1
2757 334 1
2757 723 1
2757 2160 2
2757 2262 1
2757 2760 2
2757 3499 3
2757 4103 1
2758 706 1
2758 1556 1
2758 2203 1
2758 3619 1
2759 2048 3
2759 2854 1
2759 4955 18
2760 2170 4
2760 3054 1
2760 3769 1
2760 4051 3
2762 503 2
2762 1949 5
2762 2274 1
2762 4491 2
2762 4646 2
2763 837 1
2763 1410 2
2763 1545 2
2763 2733 1
2763 4747 1
2764 37 1
2764 775 2
2764 1110 3
2764 3703 1
2764 4149 5
2764 4277 1
2764 4426 3
2765 430 1
2765 570 2
2765 1936 1
2765 2478 1
2765 2661 1
2765 3381 4
2765 4189 1
2765 4724 1
2766 1530 1
2766 2845 2
2766 2914 1
2766 4144 3
2766 4790 5
2767 52 2
2767 706 1
2767 1059 4
2767 1215 1
2767 1471 2
2767 1974 1
2767 2461 1
2767 4699 1
2768 395 2
2768 509 1
2768 1805 1
2768 1897 1
2768 4006 2
2769 134 3
2769 896 1
2769 1287 1
2769 1917 1
2769 2672 1
2769 3558 1
2770 288 1
2770 298 6
2770 3586 3
2770 4128 3
2770 4858 6
2771 165 1
2771 2001 4
2771 2573 4
2771 3376 1
2771 4119 1
2771 4669 1
2772 2053 3
2772 4044 1
2772 4431 1
2773 646 1
2773 2370 5
2773 2705 1
2773 3104 4
2774 565 1
2774 3430 1
2775 1679 1
2775 4510 1
2775 4571 1
2776 703 1
2776 1318 1
2776 1371 8
2776 2215 1
2776 2659 10
2777 696 2
2777 773 3
2777 838 1
2777 1226 1
2777 4576 2
2778 1253 1
2778 2274 1
2778 2337 1
2778 4812 1
2779 1456 1
2779 1871 1
2779 2439 1
2779 3466 1
2779 4540 1
2779 4809 7
2780 1862 3
2780 3862 4
2781 1233 1
2781 1319 5
2781 1574 3
2781 3869 5
2782 1085 4
2782 1884 22
2782 2456 1
2782 2694 1
2782 2808 1
2782 4663 2
2783 1341 1
2783 1467 1
2783 3397 1
2783 4126 1
2784 1071 2
2784 1284 1
2784 2395 1
2784 3466 1
2784 3621 1
2784 4235 2
2785 678 1
2785 1429 1
2785 3345 1
2785 3621 4
2785 4785 1
2786 1238 1
2786 2137 1
2786 2877 1
2786 4008 6
2786 4144 1
2786 4358 1
2786 4452 1
2787 771 1
2788 591 1
2788 1606 3
2788 2656 1
2788 4452 2
2789 942 1
2789 1816 1
2789 1889 1
2789 4300 3
2789 4345 6
2790 813 2
2790 2698 1
2791 878 12
2791 3182 7
2791 3285 15
2791 3454 1
2791 3636 6
2791 4560 1
2791 4569 2
2792 971 1
2792 1360 1
2792 2209 5
2792 4223 1
2792 4319 6
2792 4542 2
2792 4997 1
2793 493 1
2793 1204 1
2793 1662 1
2793 1720 1
2793 4598 2
2794 402 2
2794 3147 31
2794 3785 1
2795 153 1
2795 406 1
2795 552 1
2795 1441 2
2795 2291 4
2795 2988 1
2795 3257 2
2795 4456 1
2795 4754 1
2796 540 2
2796 3663 1
2796 3994 2
2796 4094 1
2796 4714 22
2797 448 10
2797 529 2
2797 2896 3
2797 3160 1
2797 3206 2
2797 3567 2
2797 4872 1
2797 4917 1
2798 410 2
2798 753 1
2798 1233 1
2798 1614 1
2798 2739 1
2799 831 3
2799 868 1
2799 2332 3
2799 2585 1
2799 4538 1
2799 4762 2
2799 4876 3
2800 1941 3
2801 2626 18
2801 2864 15
2801 3018 1
2801 3435 1
2801 3845 2
2802 2529 1
2802 2732 1
2802 4385 2
2803 956 9
2803 1980 13
2803 2102 1
2803 2544 1
2803 4732 1
2804 917 1
2804 1404 7
2804 1816 1
2804 1899 7
2804 2632 1
2805 193 13
2805 1723 1
2805 2150 2
2805 2227 2
2805 3828 5
2805 4333 6
2806 1307 4
2806 3270 3
2806 3402 1
2806 3527 1
2806 4718 1
2807 344 1
2807 2506 1
2807 3146 1
2808 941 2
2808 1732 1
2808 2362 15
2808 4189 1
2809 816 3
2809 3718 1
2809 4148 8
2809 4659 1
2809 4822 3
2809 4927 9
2810 615 1
2810 821 2
2810 1048 2
2810 3372 7
2811 641 1
2811 2864 4
2811 2880 1
2811 4805 1
2812 1443 1
2812 2989 1
2812 3060 1
2812 4143 2
2812 4828 1
2813 1181 1
2813 2778 9
2813 3098 2
2813 4296 1
2814 1682 1
2814 2596 1
2814 2877 1
2814 4176 19
2815 211 1
2815 1324 1
2815 2623 1
2815 3043 2
2815 3345 1
2815 3418 5
2815 3797 1
2815 3867 9
2815 4356 8
2815 4360 1
2815 4958 3
2816 845 2
2816 1040 9
2816 1048 2
2816 1689 1
2816 1760 1
2816 4624 1
2817 77 1
2817 832 3
2817 2420 10
2818 409 1
2818 2012 1
2818 3137 2
2819 110 1
2819 916 1
2819 1057 5
2820 233 1
2820 1915 1
2820 2664 1
2820 2678 1
2820 2706 1
2820 3449 1
2821 794 2
2821 890 3
2821 1039 1
2821 1096 1
2821 2059 2
2822 947 1
2822 1502 5
2822 2271 1
2822 2826 1
2822 2983 2
2822 4907 6
2823 1915 2
2823 3145 4
2823 3874 2
2823 4367 17
2823 4743 9
2824 3139 1
2824 3222 1
2825 1111 4
2825 1360 1
2825 3628 3
2825 4099 3
2825 4900 1
2826 958 1
2826 1107 1
2826 1221 1
2826 1355 2
2826 1701 2
2826 2543 4
2826 2944 4
2826 3429 20
2826 3555 2
2826 3927 5
2826 4459 1
2827 701 60
2827 1382 1
2827 1609 1
2827 2741 1
2827 3556 10
2827 3626 1
2827 4000 1
2827 4947 3
2828 1352 1
2828 1609 1
2828 2072 5
2828 2667 1
2828 3092 4
2828 4876 1
2829 379 1
2829 1439 2
2829 1464 6
2829 1563 2
2829 3976 1
2830 2422 1
2830 3788 1
2830 4007 3
2830 4013 2
2830 4965 2
2831 776 1
2831 1154 3
2831 1247 1
2831 2236 10
2831 3830 2
2831 4292 1
2831 4944 5
2832 412 5
2832 1856 4
2832 1923 1
2832 2923 1
2832 3570 2
2833 1532 1
2833 1870 7
2833 3146 12
2833 4236 9
2834 984 2
2834 1107 4
2834 1315 1
2834 2660 6
2834 3982 3
2835 688 3
2835 713 1
2835 1312 2
2835 4224 2
2836 3116 3
2836 4103 1
2836 4462 4
2836 4720 1
2837 779 1
2837 941 1
2837 997 1
2837 1738 1
2837 2409 3
2837 2459 1
2837 2908 2
2837 3613 3
2837 4860 1
2838 864 2
2838 1584 14
2838 1821 2
2838 2396 6
2838 3084 1
2838 3585 1
2838 4661 1
2838 4806 1
2839 2473 7
2839 2984 1
2839 4191 2
2840 645 2
2840 1221 5
2840 1527 1
2840 2807 14
2841 1909 1
2841 2839 1
2841 3520 1
2842 2723 1
2842 3295 3
2842 4592 1
2843 804 6
2843 1411 1
2844 3263 1
2844 3502 2
2844 3820 4
2845 1170 1
2845 1410 10
2845 1877 1
2845 2111 1
2845 3698 1
2845 4500 1
2846 1720 8
2846 1723 1
2846 2097 2
2846 2975 1
2846 3636 5
2846 4161 1
2847 911 1
2847 1060 2
2847 3256 1
2848 729 1
2848 1705 1
2849 2926 1
2849 2982 2
2849 3409 10
2849 3791 2
2849 4889 1
2850 158 23
2850 262 1
2850 1187 1
2850 1277 1
2850 2689 8
2850 4354 1
2851 1527 3
2851 2861 17
2851 3422 3
2851 3764 4
2851 4031 1
2852 1027 1
2852 1143 5
2852 1651 1
2853 337 5
2853 349 1
2853 470 1
2853 1541 1
2853 2057 1
2853 3546 3
2853 3638 2
2854 1894 4
2854 3976 7
2854 4321 3
2854 4606 2
2855 2663 8
2855 3112 2
2856 1941 1
2856 3865 2
2857 1094 1
2857 3626 1
2858 1413 1
2858 2372 1
2858 4332 7
2858 4480 5
2858 4491 1
2858 4742 5
2858 4858 1
2859 4265 2
2859 4274 1
2860 801 2
2860 916 1
2860 1271 10
2860 1658 1
2860 2617 1
2860 2737 1
2860 3306 1
2860 3765 2
2861 12 10
2861 1169 1
2861 1648 5
2861 2955 1
2861 3543 8
2862 775 4
2862 3871 1
2862 4333 1
2862 4790 1
2863 2714 1
2863 3083 1
2863 3797 6
2863 4088 1
2863 4892 1
2864 2563 11
2865 29 1
2865 2890 1
2865 3399 4
2865 3516 4
2865 3616 1
2865 3657 1
2866 1253 13
2866 2155 1
2866 2609 1
2866 4303 13
2867 688 1
2867 1034 1
2867 1370 2
2867 3071 1
2867 3410 3
2867 4380 1
2867 4995 1
2868 8 1
2868 693 8
2868 1029 1
2868 2203 1
2868 4331 2
2868 4572 8
2869 473 3
2869 843 1
2869 3557 13
2869 3883 2
2869 4795 1
2870 703 1
2870 735 1
2870 1130 20
2870 1348 3
2870 2472 1
2870 2949 2
2871 590 3
2871 732 5
2871 998 8
2871 1387 5
2871 2745 3
2872 1326 1
2872 2168 1
2872 3603 1
2872 3997 1
2873 564 1
2873 706 1
2873 1145 10
2873 1735 1
2873 3349 1
2873 3759 2
2873 4204 2
2873 4209 3
2874 2454 12
2874 2610 10
2874 2659 4
2874 3453 1
2874 4032 1
2874 4505 2
2875 540 4
2875 1991 1
2875 2689 1
2875 4414 1
2876 1243 1
2876 1887 2
2876 4691 2
2877 4369 2
2878 282 5
2878 1719 6
2878 3327 3
2878 4714 6
2879 322 1
2879 1548 1
2879 1648 1
2879 3711 4
2879 3823 1
2879 4379 2
2880 442 1
2880 1313 1
2880 2109 1
2880 3707 3
2880 4968 4
2881 3230 3
2881 4669 3
2882 840 1
2882 3701 1
2882 4454 11
2883 325 1
2883 645 1
2883 950 5
2883 3260 2
2883 4559 1
2884 1185 2
2884 2107 1
2884 2212 1
2884 2933 3
2884 3780 1
2884 3984 1
2884 4293 4
2885 1327 1
2885 1821 3
2885 1885 6
2885 4266 4
2885 4652 3
2885 4998 8
2886 7 1
2886 2028 1
2886 2060 1
2886 2672 2
2886 2898 3
2886 3034 1
2886 3050 1
2886 4327 1
2886 4829 1
2887 902 1
2887 2543 5
2887 2662 1
2887 3094 3
2887 3103 1
2887 3739 2
2887 4283 2
2888 1552 1
2888 2988 1
2888 3123 3
2888 3704 1
2888 4138 3
2888 4845 1
2888 4924 1
2889 838 1
2889 2163 1
2890 1842 2
2890 3739 1
2890 3741 5
2890 3985 1
2890 4521 1
2891 1637 6
2891 1644 3
2891 2222 1
2891 3235 5
2891 3849 3
2891 4282 1
2892 669 1
2892 712 9
2892 2662 3
2892 4416 1
2893 1571 1
2893 2595 1
2893 3699 1
2893 3816 4
2893 4666 4
2894 2830 1
2894 3792 1
2894 4757 1
2895 75 1
2895 2170 1
2895 2931 15
2895 4682 4
2895 4738 1
2896 2265 13
2896 2406 1
2896 2499 1
2896 3254 1
2896 4107 4
2897 1239 1
2897 2239 3
2897 4981 2
2898 182 1
2898 4228 1
2898 4461 1
2899 95 1
2899 2225 1
2899 2757 1
2899 2834 1
2899 2894 1
2899 3417 3
2900 817 3
2900 1593 1
2900 1832 5
2900 1835 1
2900 2885 1
2900 4172 4
2900 4822 2
2900 4990 1
2901 1343 2
2901 1977 1
2901 2627 6
2901 2770 8
2901 3717 5
2901 4908 1
2902 35 1
2902 494 3
2902 562 2
2902 1165 1
2902 1971 1
2902 3666 1
2903 475 6
2903 657 1
2903 1375 1
2903 3756 1
2903 4337 1
2904 427 2
2904 580 1
2904 808 1
2904 1470 3
2904 1562 1
2905 402 1
2905 1625 1
2905 3850 5
2905 4613 1
2906 385 1
2906 392 1
2906 2035 33
2906 2259 1
2906 2758 1
2906 4012 1
2906 4564 1
2906 4813 2
2907 29 1
2907 272 5
2907 290 8
2907 454 1
2907 1416 15
2907 2426 1
2907 2807 1
2908 1564 2
2908 2988 1
2908 3263 1
2909 90 4
2909 716 1
2909 2100 9
2909 2186 1
2909 2253 1
2910 167 3
2911 975 16
2911 2527 4
2911 2766 1
2911 3492 4
2912 117 4
2912 1264 1
2912 3694 1
2912 3952 1
2912 4520 5
2913 67 1
2913 729 1
2913 822 12
2913 829 1
2913 1093 1
2913 1365 2
2913 2875 2
2913 4440 1
2913 4612 11
2914 815 1
2914 2238 1
2914 2493 4
2914 3007 1
2915 1833 1
2915 1853 9
2916 984 5
2916 1944 1
2916 2549 1
2916 3731 3
2916 4044 1
2917 206 1
2917 1088 5
2917 1151 1
2917 2126 1
2917 2430 1
2917 2767 1
2917 2923 4
2917 4727 1
2918 423 1
2918 991 3
2918 1461 4
2918 2548 4
2918 3172 1
2918 3543 1
2919 36 2
2919 2354 1
2919 2613 2
2919 3435 1
2919 4636 1
2920 300 2
2920 361 3
2920 1176 2
2920 1455 1
2920 2025 2
2920 2133 6
2920 3879 2
2921 4907 1
2922 494 1
2922 1035 1
2922 1219 7
2922 2175 1
2922 2243 2
2922 3394 2
2922 3475 1
2923 1872 1
2923 3261 1
2923 3681 3
2923 4760 2
2924 655 1
2924 4722 3
2925 276 1
2925 752 1
2925 3203 8
2925 4254 1
2925 4617 2
2925 4978 2
2926 1366 3
2926 2676 1
2926 2821 6
2926 2960 1
2926 3321 6
2926 4241 1
2927 757 1
2927 850 5
2927 1054 2
2927 1285 1
2927 1607 5
2927 3121 1
2928 1031 1
2928 2469 1
2928 2642 4
2928 3001 6
2928 3460 1
2929 911 4
2929 1138 1
2929 1150 2
2929 1525 2
2929 1627 1
2929 2212 41
2929 2747 1
2929 4620 1
2930 1160 2
2930 1830 1
2930 3015 1
2930 3291 1
2930 4830 1
2931 396 6
2931 1561 6
2931 2436 1
2931 2527 2
2931 2533 2
2932 77 5
2932 348 1
2932 1604 1
2932 3470 1
2932 3717 2
2932 3967 4
2932 4567 1
2933 64 1
2933 1030 1
2933 1677 1
2933 4071 1
2934 1540 16
2934 2447 4
2935 1462 1
2935 3777 5
2935 3972 1
2935 4042 2
2935 4749 2
2935 4953 2
2936 505 3
2936 1376 1
2936 2558 2
2936 2941 2
2936 3675 7
2936 3719 1
2936 3964 1
2936 4320 8
2937 762 1
2937 1246 2
2937 2849 4
2937 4689 6
2938 1082 1
2938 1416 6
2938 1493 4
2938 1594 3
2938 2686 6
2938 3406 15
2938 4326 1
2939 198 2
2939 1003 1
2939 1916 1
2939 2033 2
2939 2751 1
2939 3456 1
2940 523 20
2940 2162 1
2940 2499 7
2941 1912 1
2941 3337 2
2941 3804 3
2941 4640 1
2942 2012 2
2942 2199 1
2942 3869 7
2942 4477 1
2943 918 1
2943 2164 1
2943 2642 1
2943 2851 3
2943 3162 2
2943 4756 1
2943 4793 3
2944 110 8
2945 838 2
2945 1527 5
2945 2610 9
2946 1936 1
2946 2628 5
2946 2939 1
2946 3525 1
2946 4372 6
2947 1097 3
2947 1289 4
2947 1324 2
2947 2826 2
2947 3486 1
2947 4701 10
2947 4948 1
2948 105 1
2948 1750 1
2948 4391 5
2950 1391 7
2950 1403 1
2951 1625 1
2951 3590 1
2951 4375 6
2951 4582 2
2952 860 4
2952 4787 1
2953 2639 4
2953 3024 2
2953 3125 1
2953 3369 5
2954 249 16
2954 316 1
2954 1013 1
2954 4486 1
2955 1738 1
2955 2828 3
2955 3537 1
2955 3841 18
2956 476 2
2956 647 6
2956 1469 4
2956 3027 2
2956 4152 1
2957 3990 1
2958 425 1
2958 741 1
2958 1092 16
2958 1701 1
2959 530 1
2959 1464 5
2959 2495 1
2959 3484 1
2960 260 8
2960 2191 1
2960 3426 3
2960 4120 6
2960 4286 2
2961 560 1
2961 3662 1
2961 4251 1
2962 37 2
2962 353 3
2962 852 1
2962 3148 1
2963 514 1
2963 1631 2
2963 2015 1
2963 2217 1
2963 2252 1
2963 4194 2
2963 4389 1
2964 716 13
2964 2107 1
2964 2663 6
2964 2721 1
2964 3063 1
2964 3884 2
2965 655 1
2965 878 1
2965 1128 3
2965 1808 1
2965 2066 1
2965 3640 1
2965 3804 1
2965 4414 1
2966 14 3
2966 19 1
2966 1352 1
2966 1388 1
2966 1991 2
2966 3069 2
2966 4981 3
2967 4515 1
2968 29 1
2968 1724 1
2968 2843 1
2969 2232 2
2969 2271 1
2970 264 2
2970 801 1
2970 3633 3
2970 4286 1
2970 4874 1
2971 2177 1
2971 2608 1
2971 2937 1
2971 3094 1
2971 3301 1
2971 3723 16
2971 4017 3
2972 153 2
2972 1734 1
2972 2833 1
2972 3374 1
2972 3674 1
2972 3961 2
2972 4253 3
2973 8 3
2973 1505 1
2973 1701 1
2974 119 1
2974 374 1
2974 1379 2
2974 1535 1
2974 2387 1
2974 2401 1
2974 2416 3
2974 2872 5
2974 3103 1
2974 3692 1
2975 666 1
2975 1013 3
2975 2146 1
2975 2272 2
2975 4017 1
2976 75 4
2976 1036 1
2976 1435 1
2976 1700 1
2976 2616 3
2976 2740 1
2976 3213 7
2976 4529 1
2977 680 1
2977 1046 1
2978 706 4
2978 714 2
2978 1359 1
2978 2769 2
2978 3060 1
2978 3498 7
2978 4274 1
2979 885 3
2979 1549 1
2979 1752 1
2979 2093 3
2979 4639 1
2979 4653 1
2980 640 7
2980 2054 1
2980 3275 1
2980 3382 1
2980 4758 2
2981 164 1
2981 528 2
2981 1071 1
2981 1307 3
2981 1964 1
2981 2343 3
2982 1864 1
2983 323 1
2983 461 3
2983 666 21
2983 1908 2
2983 2845 1
2983 3291 1
2983 4307 3
2983 4582 5
2984 79 1
2984 209 1
2984 1030 3
2984 3096 2
2984 3183 6
2984 3707 10
2985 598 1
2985 1366 1
2985 1542 1
2985 2823 2
2985 3091 4
2985 3933 3
2985 4593 1
2986 240 1
2986 2007 1
2986 2653 1
2986 3668 1
2986 3724 1
2986 4196 4
2986 4666 1
2987 1710 5
2987 2105 1
2987 2512 3
2987 3361 1
2988 269 2
2988 928 1
2988 1748 6
2988 2072 2
2988 3523 1
2989 444 1
2989 1209 1
2989 1595 1
2989 3026 1
2989 3106 1
2989 3374 1
2989 3902 2
2989 4319 1
2989 4454 3
2989 4667 1
2990 384 3
2990 670 25
2990 1254 2
2990 2647 1
2990 3535 2
2990 3923 1
2990 4338 1
2990 4613 3
2990 4918 1
2991 2697 1
2991 3751 1
2991 3992 2
2991 4240 1
2991 4279 1
2991 4886 1
2992 190 1
2992 336 4
2992 461 1
2992 4261 2
2992 4445 1
2993 1226 5
2993 2323 3
2993 2515 11
2993 2869 6
2993 3137 1
2993 3442 1
2993 4461 1
2994 2836 1
2995 461 1
2995 3022 10
2995 3507 1
2995 3724 1
2996 2348 4
2996 2483 1
2996 2910 1
2996 3425 1
2996 4164 1
2997 129 10
2997 1348 1
2997 1821 6
2997 3059 5
2998 588 2
2998 4408 2
2999 1810 1
2999 3285 1
2999 3400 1
2999 3623 1
3000 3960 1
3000 4013 2
3000 4082 1
3001 555 4
3001 1952 1
3002 44 1
3002 627 3
3002 2559 1
3002 3216 1
3002 3754 2
3003 1228 1
3003 2404 5
3003 2636 1
3003 3205 1
3004 689 2
3004 911 2
3004 4138 1
3004 4449 1
3005 543 1
3005 737 5
3005 1812 8
3005 1932 2
3005 2677 2
3005 3753 30
3005 4389 1
3005 4654 2
3005 4783 1
3006 295 8
3006 2314 2
3006 3598 3
3006 4975 9
3007 2749 2
3007 3910 10
3007 4308 1
3008 1216 1
3008 4701 7
3009 2665 1
3010 328 1
3010 2233 4
3010 2612 1
3011 172 4
3011 252 1
3011 1114 1
3011 1900 10
3011 3534 1
3011 3609 1
3011 4160 1
3011 4637 2
3012 541 2
3012 646 5
3012 1979 1
3012 2589 2
3012 3810 2
3012 4068 5
3012 4689 3
3012 4906 2
3013 232 2
3013 527 3
3013 3098 7
3013 3785 1
3014 412 1
3014 1187 1
3014 2646 1
3014 3161 2
3014 3736 1
3014 3755 1
3014 4214 3
3015 895 5
3015 1368 3
3015 1663 1
3016 248 1
3016 781 1
3016 1895 1
3016 2052 2
3016 2892 2
3016 4885 1
3017 727 1
3017 2013 2
3017 2147 2
3017 2554 5
3017 3138 1
3017 3405 28
3018 2706 4
3018 3094 1
3018 3200 1
3019 1225 1
3019 2148 3
3019 3127 2
3019 3362 1
3019 4678 1
3020 884 3
3020 1557 4
3020 2503 1
3020 2989 7
3020 4096 1
3020 4882 6
3021 572 1
3021 1717 3
3021 2852 2
3021 2898 1
3022 2612 1
3022 3146 1
3022 3464 2
3022 4384 5
3022 4745 3
3023 1640 1
3023 1868 1
3023 2522 2
3023 3881 1
3024 2787 1
3024 3544 1
3024 3660 7
3024 3787 4
3024 4601 6
3025 701 1
3025 1638 2
3025 1787 2
3025 2339 3
3025 2668 3
3026 85 3
3026 577 1
3026 1320 1
3026 2353 1
3026 3012 1
3026 4201 1
3026 4674 4
3026 4856 1
3027 2926 19
3027 3878 2
3028 570 13
3028 4450 3
3029 1890 2
3029 3716 4
3029 4266 1
3030 1636 6
3030 1974 1
3030 2486 1
3030 3276 1
3030 4452 4
3031 1367 1
3031 3416 1
3032 236 1
3032 506 2
3032 1576 1
3032 1960 1
3032 2845 4
3033 2619 1
3033 2739 1
3033 3375 1
3033 4898 3
3033 4951 1
3034 92 1
3034 537 1
3034 3197 1
3034 4100 1
3034 4223 1
3035 1301 1
3035 1857 1
3035 3101 5
3035 4227 8
3036 2427 1
3036 3903 2
3037 655 3
3037 1117 1
3037 1948 1
3037 2496 1
3037 2753 2
3037 3169 2
3038 275 1
3038 2382 1
3038 3374 4
3039 798 1
3039 1851 13
3039 3880 1
3040 1814 1
3040 3077 1
3040 3439 1
3040 4061 2
3040 4110 3
3041 822 4
3041 997 3
3041 1258 1
3041 2075 3
3041 2298 1
3041 2582 10
3041 2613 6
3041 2975 3
3041 3033 14
3041 3157 19
3041 4553 1
3042 1034 1
3042 1513 3
3042 1525 1
3042 2098 1
3042 3100 1
3042 3995 2
3042 4602 6
3043 398 2
3043 482 5
3043 673 1
3043 2632 2
3043 2767 10
3043 3041 3
3044 1647 1
3044 1743 3
3044 2315 3
3044 2524 1
3045 34 6
3045 403 4
3045 1076 10
3045 1541 1
3045 2156 2
3045 3831 3
3045 4123 1
3045 4129 1
3046 1032 1
3046 1208 40
3046 1444 3
3046 2280 2
3046 3330 2
3046 3618 4
3046 4890 3
3047 203 1
3047 1403 1
3047 1670 7
3047 3220 1
3047 3789 1
3048 3303 2
3049 138 4
3049 1830 2
3049 2069 5
3049 2742 1
3049 2770 1
3049 4597 4
3050 24 2
3050 865 1
3050 1619 1
3050 2596 3
3050 3022 1
3050 3934 4
3050 4416 1
3051 39 3
3051 428 1
3051 4259 1
3051 4450 1
3051 4563 1
3052 1517 4
3052 1834 1
3052 2055 1
3052 3671 1
3053 246 1
3053 1317 1
3053 2025 12
3053 2725 1
3053 3268 5
3053 3562 1
3053 4280 1
3054 1459 2
3054 1689 12
3054 2583 2
3054 3289 1
3054 4073 14
3054 4239 1
3054 4432 1
3055 1844 1
3055 2403 1
3056 1337 1
3056 1835 1
3056 1860 1
3056 2083 1
3056 2709 2
3057 1306 1
3057 1556 22
3057 2105 2
3057 2899 17
3057 2999 1
3057 3061 1
3057 3640 1
3057 4390 1
3057 4742 1
3058 1259 1
3058 2975 3
3058 3331 1
3059 336 5
3059 645 1
3059 4929 3
3060 968 2
3060 2104 1
3060 3198 2
3061 3552 3
3061 4887 1
3062 393 1
3062 671 1
3062 821 1
3062 3074 3
3062 3977 1
3062 4632 4
3063 229 1
3063 520 5
3063 707 4
3063 764 5
3063 777 2
3063 1032 5
3063 1317 1
3063 2820 9
3063 2869 1
3063 3318 1
3063 3923 1
3063 4672 4
3063 4883 1
3064 121 4
3064 3096 11
3064 3131 2
3064 3560 1
3064 4820 1
3065 788 1
3065 3040 1
3065 3490 1
3065 3741 1
3066 692 7
3066 845 4
3066 2591 1
3066 4279 13
3066 4670 1
3067 729 2
3067 1303 3
3067 1395 3
3067 1843 1
3067 3575 8
3068 1726 2
3069 45 6
3069 1493 1
3069 2714 1
3069 3451 1
3069 3779 1
3069 4363 1
3070 1492 1
3070 2374 1
3070 3364 2
3070 4774 1
3071 1496 4
3071 1750 1
3071 2358 1
3071 2516 3
3071 2603 4
3071 2668 1
3071 2991 1
3071 3085 1
3071 3456 1
3071 4895 4
3072 282 3
3072 501 1
3072 2381 1
3073 171 1
3073 2801 1
3073 2873 1
3073 3684 2
3074 93 1
3074 548 1
3074 2014 2
3074 4414 1
3075 138 1
3075 2259 1
3075 2779 6
3075 2974 3
3075 4328 1
3076 461 7
3076 1506 2
3076 2831 1
3076 3978 2
3076 4204 2
3076 4467 9
3077 679 1
3077 1687 2
3077 2977 1
3077 3217 5
3077 3347 4
3077 3873 7
3078 1302 1
3078 3156 1
3079 180 1
3079 810 4
3079 1584 1
3079 2171 2
3079 3437 1
3079 3657 3
3080 129 1
3080 855 1
3080 1621 1
3080 2194 1
3080 3207 9
3080 3487 1
3080 3611 1
3080 3639 1
3080 3881 15
3080 4159 1
3081 477 1
3081 2619 4
3081 2674 1
3081 3312 1
3081 4334 1
3082 938 1
3082 1858 1
3082 3538 2
3083 268 1
3083 2537 2
3084 1755 1
3084 1955 1
3084 2237 1
3085 268 2
3085 402 1
3085 993 4
3085 1745 1
3085 3155 1
3085 4409 5
3086 582 1
3086 1123 1
3086 1766 1
3086 2278 3
3086 2768 3
3086 4097 1
3086 4128 2
3087 213 4
3087 1564 2
3087 2117 1
3087 2537 3
3087 2897 1
3087 3583 7
3087 4330 3
3087 4736 1
3088 1786 3
3088 1896 1
3088 2311 1
3088 2504 1
3088 3422 2
3089 900 8
3089 1079 1
3089 2772 2
3089 2950 3
3089 3541 1
3090 2645 6
3090 4176 1
3091 295 1
3091 1920 4
3091 2921 1
3091 4399 1
3091 4444 9
3091 4803 1
3091 4981 1
3092 199 1
3092 462 3
3092 1017 1
3093 1699 1
3093 2317 7
3093 3405 11
3093 3831 1
3093 4236 6
3093 4582 1
3094 2152 1
3094 2415 1
3095 663 1
3095 1926 3
3095 3619 3
3096 247 4
3096 2449 5
3096 2475 2
3096 4238 1
3097 1326 2
3097 1490 1
3097 1644 5
3097 1855 1
3097 2342 2
3097 3291 1
3097 4136 1
3098 1016 1
3098 1299 1
3098 3094 12
3098 3535 1
3098 4571 1
3098 4869 1
3099 96 1
3099 1215 1
3099 1265 10
3099 1683 11
3099 1940 1
3099 3639 1
3099 4228 3
3099 4884 1
3100 1380 1
3100 3261 1
3100 3290 1
3100 3307 1
3100 3863 6
3100 4526 1
3101 669 2
3101 736 1
3101 2335 1
3101 3327 1
3101 3897 5
3102 13 2
3102 605 1
3102 763 10
3102 875 2
3102 1739 2
3102 1868 7
3102 2313 1
3102 4520 1
3103 51 1
3103 1067 5
3103 1984 1
3103 4091 2
3104 1032 1
3104 1284 2
3104 3635 2
3104 3667 1
3104 4671 1
3105 1596 1
3105 1632 1
3105 2732 3
3105 3161 6
3105 3519 2
3105 3899 1
3106 1422 1
3106 2474 5
3106 4939 1
3107 188 7
3107 802 6
3107 3510 8
3108 845 1
3108 1927 1
3108 2823 2
3109 859 1
3109 1489 1
3109 2727 2
3109 4155 1
3110 1270 1
